Date,Year,Quarter,Month_Num,Month_Name,Month_Year,Year_Month,Week,Day_of_Week,Is_Weekend
2024-12-03,2024,Q4,12,Dec,Dec 2024,2024-12,49,Tuesday,False
2024-12-04,2024,Q4,12,Dec,Dec 2024,2024-12,49,Wednesday,False
2024-12-05,2024,Q4,12,Dec,Dec 2024,2024-12,49,Thursday,False
2024-12-06,2024,Q4,12,Dec,Dec 2024,2024-12,49,Friday,False
2024-12-07,2024,Q4,12,Dec,Dec 2024,2024-12,49,Saturday,True
2024-12-08,2024,Q4,12,Dec,Dec 2024,2024-12,49,Sunday,True
2024-12-09,2024,Q4,12,Dec,Dec 2024,2024-12,50,Monday,False
2024-12-10,2024,Q4,12,Dec,Dec 2024,2024-12,50,Tuesday,False
2024-12-11,2024,Q4,12,Dec,Dec 2024,2024-12,50,Wednesday,False
2024-12-12,2024,Q4,12,Dec,Dec 2024,2024-12,50,Thursday,False
2024-12-13,2024,Q4,12,Dec,Dec 2024,2024-12,50,Friday,False
2024-12-14,2024,Q4,12,Dec,Dec 2024,2024-12,50,Saturday,True
2024-12-15,2024,Q4,12,Dec,Dec 2024,2024-12,50,Sunday,True
2024-12-16,2024,Q4,12,Dec,Dec 2024,2024-12,51,Monday,False
2024-12-17,2024,Q4,12,Dec,Dec 2024,2024-12,51,Tuesday,False
2024-12-18,2024,Q4,12,Dec,Dec 2024,2024-12,51,Wednesday,False
2024-12-19,2024,Q4,12,Dec,Dec 2024,2024-12,51,Thursday,False
2024-12-20,2024,Q4,12,Dec,Dec 2024,2024-12,51,Friday,False
2024-12-21,2024,Q4,12,Dec,Dec 2024,2024-12,51,Saturday,True
2024-12-22,2024,Q4,12,Dec,Dec 2024,2024-12,51,Sunday,True
2024-12-23,2024,Q4,12,Dec,Dec 2024,2024-12,52,Monday,False
2024-12-24,2024,Q4,12,Dec,Dec 2024,2024-12,52,Tuesday,False
2024-12-25,2024,Q4,12,Dec,Dec 2024,2024-12,52,Wednesday,False
2024-12-26,2024,Q4,12,Dec,Dec 2024,2024-12,52,Thursday,False
2024-12-27,2024,Q4,12,Dec,Dec 2024,2024-12,52,Friday,False
2024-12-28,2024,Q4,12,Dec,Dec 2024,2024-12,52,Saturday,True
2024-12-29,2024,Q4,12,Dec,Dec 2024,2024-12,52,Sunday,True
2024-12-30,2024,Q4,12,Dec,Dec 2024,2024-12,1,Monday,False
2024-12-31,2024,Q4,12,Dec,Dec 2024,2024-12,1,Tuesday,False
2025-01-01,2025,Q1,1,Jan,Jan 2025,2025-01,1,Wednesday,False
2025-01-02,2025,Q1,1,Jan,Jan 2025,2025-01,1,Thursday,False
2025-01-03,2025,Q1,1,Jan,Jan 2025,2025-01,1,Friday,False
2025-01-04,2025,Q1,1,Jan,Jan 2025,2025-01,1,Saturday,True
2025-01-05,2025,Q1,1,Jan,Jan 2025,2025-01,1,Sunday,True
2025-01-06,2025,Q1,1,Jan,Jan 2025,2025-01,2,Monday,False
2025-01-07,2025,Q1,1,Jan,Jan 2025,2025-01,2,Tuesday,False
2025-01-08,2025,Q1,1,Jan,Jan 2025,2025-01,2,Wednesday,False
2025-01-09,2025,Q1,1,Jan,Jan 2025,2025-01,2,Thursday,False
2025-01-10,2025,Q1,1,Jan,Jan 2025,2025-01,2,Friday,False
2025-01-11,2025,Q1,1,Jan,Jan 2025,2025-01,2,Saturday,True
2025-01-12,2025,Q1,1,Jan,Jan 2025,2025-01,2,Sunday,True
2025-01-13,2025,Q1,1,Jan,Jan 2025,2025-01,3,Monday,False
2025-01-14,2025,Q1,1,Jan,Jan 2025,2025-01,3,Tuesday,False
2025-01-15,2025,Q1,1,Jan,Jan 2025,2025-01,3,Wednesday,False
2025-01-16,2025,Q1,1,Jan,Jan 2025,2025-01,3,Thursday,False
2025-01-17,2025,Q1,1,Jan,Jan 2025,2025-01,3,Friday,False
2025-01-18,2025,Q1,1,Jan,Jan 2025,2025-01,3,Saturday,True
2025-01-19,2025,Q1,1,Jan,Jan 2025,2025-01,3,Sunday,True
2025-01-20,2025,Q1,1,Jan,Jan 2025,2025-01,4,Monday,False
2025-01-21,2025,Q1,1,Jan,Jan 2025,2025-01,4,Tuesday,False
2025-01-22,2025,Q1,1,Jan,Jan 2025,2025-01,4,Wednesday,False
2025-01-23,2025,Q1,1,Jan,Jan 2025,2025-01,4,Thursday,False
2025-01-24,2025,Q1,1,Jan,Jan 2025,2025-01,4,Friday,False
2025-01-25,2025,Q1,1,Jan,Jan 2025,2025-01,4,Saturday,True
2025-01-26,2025,Q1,1,Jan,Jan 2025,2025-01,4,Sunday,True
2025-01-27,2025,Q1,1,Jan,Jan 2025,2025-01,5,Monday,False
2025-01-28,2025,Q1,1,Jan,Jan 2025,2025-01,5,Tuesday,False
2025-01-29,2025,Q1,1,Jan,Jan 2025,2025-01,5,Wednesday,False
2025-01-30,2025,Q1,1,Jan,Jan 2025,2025-01,5,Thursday,False
2025-01-31,2025,Q1,1,Jan,Jan 2025,2025-01,5,Friday,False
2025-02-01,2025,Q1,2,Feb,Feb 2025,2025-02,5,Saturday,True
2025-02-02,2025,Q1,2,Feb,Feb 2025,2025-02,5,Sunday,True
2025-02-03,2025,Q1,2,Feb,Feb 2025,2025-02,6,Monday,False
2025-02-04,2025,Q1,2,Feb,Feb 2025,2025-02,6,Tuesday,False
2025-02-05,2025,Q1,2,Feb,Feb 2025,2025-02,6,Wednesday,False
2025-02-06,2025,Q1,2,Feb,Feb 2025,2025-02,6,Thursday,False
2025-02-07,2025,Q1,2,Feb,Feb 2025,2025-02,6,Friday,False
2025-02-08,2025,Q1,2,Feb,Feb 2025,2025-02,6,Saturday,True
2025-02-09,2025,Q1,2,Feb,Feb 2025,2025-02,6,Sunday,True
2025-02-10,2025,Q1,2,Feb,Feb 2025,2025-02,7,Monday,False
2025-02-11,2025,Q1,2,Feb,Feb 2025,2025-02,7,Tuesday,False
2025-02-12,2025,Q1,2,Feb,Feb 2025,2025-02,7,Wednesday,False
2025-02-13,2025,Q1,2,Feb,Feb 2025,2025-02,7,Thursday,False
2025-02-14,2025,Q1,2,Feb,Feb 2025,2025-02,7,Friday,False
2025-02-15,2025,Q1,2,Feb,Feb 2025,2025-02,7,Saturday,True
2025-02-16,2025,Q1,2,Feb,Feb 2025,2025-02,7,Sunday,True
2025-02-17,2025,Q1,2,Feb,Feb 2025,2025-02,8,Monday,False
2025-02-18,2025,Q1,2,Feb,Feb 2025,2025-02,8,Tuesday,False
2025-02-19,2025,Q1,2,Feb,Feb 2025,2025-02,8,Wednesday,False
2025-02-20,2025,Q1,2,Feb,Feb 2025,2025-02,8,Thursday,False
2025-02-21,2025,Q1,2,Feb,Feb 2025,2025-02,8,Friday,False
2025-02-22,2025,Q1,2,Feb,Feb 2025,2025-02,8,Saturday,True
2025-02-23,2025,Q1,2,Feb,Feb 2025,2025-02,8,Sunday,True
2025-02-24,2025,Q1,2,Feb,Feb 2025,2025-02,9,Monday,False
2025-02-25,2025,Q1,2,Feb,Feb 2025,2025-02,9,Tuesday,False
2025-02-26,2025,Q1,2,Feb,Feb 2025,2025-02,9,Wednesday,False
2025-02-27,2025,Q1,2,Feb,Feb 2025,2025-02,9,Thursday,False
2025-02-28,2025,Q1,2,Feb,Feb 2025,2025-02,9,Friday,False
2025-03-01,2025,Q1,3,Mar,Mar 2025,2025-03,9,Saturday,True
2025-03-02,2025,Q1,3,Mar,Mar 2025,2025-03,9,Sunday,True
2025-03-03,2025,Q1,3,Mar,Mar 2025,2025-03,10,Monday,False
2025-03-04,2025,Q1,3,Mar,Mar 2025,2025-03,10,Tuesday,False
2025-03-05,2025,Q1,3,Mar,Mar 2025,2025-03,10,Wednesday,False
2025-03-06,2025,Q1,3,Mar,Mar 2025,2025-03,10,Thursday,False
2025-03-07,2025,Q1,3,Mar,Mar 2025,2025-03,10,Friday,False
2025-03-08,2025,Q1,3,Mar,Mar 2025,2025-03,10,Saturday,True
2025-03-09,2025,Q1,3,Mar,Mar 2025,2025-03,10,Sunday,True
2025-03-10,2025,Q1,3,Mar,Mar 2025,2025-03,11,Monday,False
2025-03-11,2025,Q1,3,Mar,Mar 2025,2025-03,11,Tuesday,False
2025-03-12,2025,Q1,3,Mar,Mar 2025,2025-03,11,Wednesday,False
2025-03-13,2025,Q1,3,Mar,Mar 2025,2025-03,11,Thursday,False
2025-03-14,2025,Q1,3,Mar,Mar 2025,2025-03,11,Friday,False
2025-03-15,2025,Q1,3,Mar,Mar 2025,2025-03,11,Saturday,True
2025-03-16,2025,Q1,3,Mar,Mar 2025,2025-03,11,Sunday,True
2025-03-17,2025,Q1,3,Mar,Mar 2025,2025-03,12,Monday,False
2025-03-18,2025,Q1,3,Mar,Mar 2025,2025-03,12,Tuesday,False
2025-03-19,2025,Q1,3,Mar,Mar 2025,2025-03,12,Wednesday,False
2025-03-20,2025,Q1,3,Mar,Mar 2025,2025-03,12,Thursday,False
2025-03-21,2025,Q1,3,Mar,Mar 2025,2025-03,12,Friday,False
2025-03-22,2025,Q1,3,Mar,Mar 2025,2025-03,12,Saturday,True
2025-03-23,2025,Q1,3,Mar,Mar 2025,2025-03,12,Sunday,True
2025-03-24,2025,Q1,3,Mar,Mar 2025,2025-03,13,Monday,False
2025-03-25,2025,Q1,3,Mar,Mar 2025,2025-03,13,Tuesday,False
2025-03-26,2025,Q1,3,Mar,Mar 2025,2025-03,13,Wednesday,False
2025-03-27,2025,Q1,3,Mar,Mar 2025,2025-03,13,Thursday,False
2025-03-28,2025,Q1,3,Mar,Mar 2025,2025-03,13,Friday,False
2025-03-29,2025,Q1,3,Mar,Mar 2025,2025-03,13,Saturday,True
2025-03-30,2025,Q1,3,Mar,Mar 2025,2025-03,13,Sunday,True
2025-03-31,2025,Q1,3,Mar,Mar 2025,2025-03,14,Monday,False
2025-04-01,2025,Q2,4,Apr,Apr 2025,2025-04,14,Tuesday,False
2025-04-02,2025,Q2,4,Apr,Apr 2025,2025-04,14,Wednesday,False
2025-04-03,2025,Q2,4,Apr,Apr 2025,2025-04,14,Thursday,False
2025-04-04,2025,Q2,4,Apr,Apr 2025,2025-04,14,Friday,False
2025-04-05,2025,Q2,4,Apr,Apr 2025,2025-04,14,Saturday,True
2025-04-06,2025,Q2,4,Apr,Apr 2025,2025-04,14,Sunday,True
2025-04-07,2025,Q2,4,Apr,Apr 2025,2025-04,15,Monday,False
2025-04-08,2025,Q2,4,Apr,Apr 2025,2025-04,15,Tuesday,False
2025-04-09,2025,Q2,4,Apr,Apr 2025,2025-04,15,Wednesday,False
2025-04-10,2025,Q2,4,Apr,Apr 2025,2025-04,15,Thursday,False
2025-04-11,2025,Q2,4,Apr,Apr 2025,2025-04,15,Friday,False
2025-04-12,2025,Q2,4,Apr,Apr 2025,2025-04,15,Saturday,True
2025-04-13,2025,Q2,4,Apr,Apr 2025,2025-04,15,Sunday,True
2025-04-14,2025,Q2,4,Apr,Apr 2025,2025-04,16,Monday,False
2025-04-15,2025,Q2,4,Apr,Apr 2025,2025-04,16,Tuesday,False
2025-04-16,2025,Q2,4,Apr,Apr 2025,2025-04,16,Wednesday,False
2025-04-17,2025,Q2,4,Apr,Apr 2025,2025-04,16,Thursday,False
2025-04-18,2025,Q2,4,Apr,Apr 2025,2025-04,16,Friday,False
2025-04-19,2025,Q2,4,Apr,Apr 2025,2025-04,16,Saturday,True
2025-04-20,2025,Q2,4,Apr,Apr 2025,2025-04,16,Sunday,True
2025-04-21,2025,Q2,4,Apr,Apr 2025,2025-04,17,Monday,False
2025-04-22,2025,Q2,4,Apr,Apr 2025,2025-04,17,Tuesday,False
2025-04-23,2025,Q2,4,Apr,Apr 2025,2025-04,17,Wednesday,False
2025-04-24,2025,Q2,4,Apr,Apr 2025,2025-04,17,Thursday,False
2025-04-25,2025,Q2,4,Apr,Apr 2025,2025-04,17,Friday,False
2025-04-26,2025,Q2,4,Apr,Apr 2025,2025-04,17,Saturday,True
2025-04-27,2025,Q2,4,Apr,Apr 2025,2025-04,17,Sunday,True
2025-04-28,2025,Q2,4,Apr,Apr 2025,2025-04,18,Monday,False
2025-04-29,2025,Q2,4,Apr,Apr 2025,2025-04,18,Tuesday,False
2025-04-30,2025,Q2,4,Apr,Apr 2025,2025-04,18,Wednesday,False
2025-05-01,2025,Q2,5,May,May 2025,2025-05,18,Thursday,False
2025-05-02,2025,Q2,5,May,May 2025,2025-05,18,Friday,False
2025-05-03,2025,Q2,5,May,May 2025,2025-05,18,Saturday,True
2025-05-04,2025,Q2,5,May,May 2025,2025-05,18,Sunday,True
2025-05-05,2025,Q2,5,May,May 2025,2025-05,19,Monday,False
2025-05-06,2025,Q2,5,May,May 2025,2025-05,19,Tuesday,False
2025-05-07,2025,Q2,5,May,May 2025,2025-05,19,Wednesday,False
2025-05-08,2025,Q2,5,May,May 2025,2025-05,19,Thursday,False
2025-05-09,2025,Q2,5,May,May 2025,2025-05,19,Friday,False
2025-05-10,2025,Q2,5,May,May 2025,2025-05,19,Saturday,True
2025-05-11,2025,Q2,5,May,May 2025,2025-05,19,Sunday,True
2025-05-12,2025,Q2,5,May,May 2025,2025-05,20,Monday,False
2025-05-13,2025,Q2,5,May,May 2025,2025-05,20,Tuesday,False
2025-05-14,2025,Q2,5,May,May 2025,2025-05,20,Wednesday,False
2025-05-15,2025,Q2,5,May,May 2025,2025-05,20,Thursday,False
2025-05-16,2025,Q2,5,May,May 2025,2025-05,20,Friday,False
2025-05-17,2025,Q2,5,May,May 2025,2025-05,20,Saturday,True
2025-05-18,2025,Q2,5,May,May 2025,2025-05,20,Sunday,True
2025-05-19,2025,Q2,5,May,May 2025,2025-05,21,Monday,False
2025-05-20,2025,Q2,5,May,May 2025,2025-05,21,Tuesday,False
2025-05-21,2025,Q2,5,May,May 2025,2025-05,21,Wednesday,False
2025-05-22,2025,Q2,5,May,May 2025,2025-05,21,Thursday,False
2025-05-23,2025,Q2,5,May,May 2025,2025-05,21,Friday,False
2025-05-24,2025,Q2,5,May,May 2025,2025-05,21,Saturday,True
2025-05-25,2025,Q2,5,May,May 2025,2025-05,21,Sunday,True
2025-05-26,2025,Q2,5,May,May 2025,2025-05,22,Monday,False
2025-05-27,2025,Q2,5,May,May 2025,2025-05,22,Tuesday,False
2025-05-28,2025,Q2,5,May,May 2025,2025-05,22,Wednesday,False
2025-05-29,2025,Q2,5,May,May 2025,2025-05,22,Thursday,False
2025-05-30,2025,Q2,5,May,May 2025,2025-05,22,Friday,False
2025-05-31,2025,Q2,5,May,May 2025,2025-05,22,Saturday,True
2025-06-01,2025,Q2,6,Jun,Jun 2025,2025-06,22,Sunday,True
2025-06-02,2025,Q2,6,Jun,Jun 2025,2025-06,23,Monday,False
2025-06-03,2025,Q2,6,Jun,Jun 2025,2025-06,23,Tuesday,False
2025-06-04,2025,Q2,6,Jun,Jun 2025,2025-06,23,Wednesday,False
2025-06-05,2025,Q2,6,Jun,Jun 2025,2025-06,23,Thursday,False
2025-06-06,2025,Q2,6,Jun,Jun 2025,2025-06,23,Friday,False
2025-06-07,2025,Q2,6,Jun,Jun 2025,2025-06,23,Saturday,True
2025-06-08,2025,Q2,6,Jun,Jun 2025,2025-06,23,Sunday,True
2025-06-09,2025,Q2,6,Jun,Jun 2025,2025-06,24,Monday,False
2025-06-10,2025,Q2,6,Jun,Jun 2025,2025-06,24,Tuesday,False
2025-06-11,2025,Q2,6,Jun,Jun 2025,2025-06,24,Wednesday,False
2025-06-12,2025,Q2,6,Jun,Jun 2025,2025-06,24,Thursday,False
2025-06-13,2025,Q2,6,Jun,Jun 2025,2025-06,24,Friday,False
2025-06-14,2025,Q2,6,Jun,Jun 2025,2025-06,24,Saturday,True
2025-06-15,2025,Q2,6,Jun,Jun 2025,2025-06,24,Sunday,True
2025-06-16,2025,Q2,6,Jun,Jun 2025,2025-06,25,Monday,False
2025-06-17,2025,Q2,6,Jun,Jun 2025,2025-06,25,Tuesday,False
2025-06-18,2025,Q2,6,Jun,Jun 2025,2025-06,25,Wednesday,False
2025-06-19,2025,Q2,6,Jun,Jun 2025,2025-06,25,Thursday,False
2025-06-20,2025,Q2,6,Jun,Jun 2025,2025-06,25,Friday,False
2025-06-21,2025,Q2,6,Jun,Jun 2025,2025-06,25,Saturday,True
2025-06-22,2025,Q2,6,Jun,Jun 2025,2025-06,25,Sunday,True
2025-06-23,2025,Q2,6,Jun,Jun 2025,2025-06,26,Monday,False
2025-06-24,2025,Q2,6,Jun,Jun 2025,2025-06,26,Tuesday,False
2025-06-25,2025,Q2,6,Jun,Jun 2025,2025-06,26,Wednesday,False
2025-06-26,2025,Q2,6,Jun,Jun 2025,2025-06,26,Thursday,False
2025-06-27,2025,Q2,6,Jun,Jun 2025,2025-06,26,Friday,False
2025-06-28,2025,Q2,6,Jun,Jun 2025,2025-06,26,Saturday,True
2025-06-29,2025,Q2,6,Jun,Jun 2025,2025-06,26,Sunday,True
2025-06-30,2025,Q2,6,Jun,Jun 2025,2025-06,27,Monday,False
